"Date received",Product,Sub-product,Company,State,"ZIP code","Consumer consent provided?","Submitted via","Company response to consumer","Timely response?","Consumer disputed?"
2013-07-02,Mortgage,"Conventional adjustable mortgage (ARM)","Wells Fargo & Company",MD,20841,,Referral,"Closed with explanation",1,0
2012-09-19,"Credit card",,Citibank,GA,30307,,Web,"Closed with non-monetary relief",1,0
2013-04-01,Mortgage,"Conventional fixed mortgage","HSBC North America Holdings Inc.",VA,23462,,Web,"Closed with explanation",1,0
2013-01-25,Mortgage,"Conventional fixed mortgage","Bank of America",GA,30058,,Web,"Closed with non-monetary relief",1,0
2012-03-01,Mortgage,"Other mortgage","JPMorgan Chase & Co.",FL,33594,,Referral,"Closed without relief",1,0
2012-05-21,"Credit card",,"Capital One",NY,11520,,Web,"Closed without relief",1,0
2015-11-30,Mortgage,"Conventional fixed mortgage",Ocwen,MO,63301,,Phone,"Closed with explanation",1,0
2014-05-01,Mortgage,"FHA mortgage","Select Portfolio Servicing, Inc",MD,21207,,Referral,"Closed with explanation",1,1
2016-08-06,Mortgage,"Conventional fixed mortgage","Mann Mortgage, LLC",CA,931XX,"Consent provided",Web,"Untimely response",0,
2014-02-11,"Debt collection","I do not know","Dynamic Recovery Solutions, LLC",NJ,7307,,Web,"Closed with explanation",1,0
2014-02-26,"Debt collection","Other (i.e. phone, health club, etc.)",ERC,AZ,85206,,Web,"Closed with non-monetary relief",1,0
2014-09-12,"Credit reporting",,Equifax,LA,71232,,"Postal mail","Closed with explanation",1,0
2014-10-31,Mortgage,"Conventional adjustable mortgage (ARM)","JPMorgan Chase & Co.",GA,30028,,Web,"Closed with explanation",1,0
2016-06-06,"Credit reporting",,Equifax,NC,27416,,Fax,"Closed with non-monetary relief",1,0
2016-03-02,"Debt collection",Medical,"Financial Corporation of America",NM,871XX,"Consent provided",Web,"Closed with explanation",1,0
2015-07-14,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",DC,20019,"Consent not provided",Web,"Closed with non-monetary relief",1,0
2014-12-07,"Debt collection","I do not know","Receivables Performance Management LLC",TX,77840,,Web,"Closed with explanation",1,0
2016-08-16,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",CA,94579,"Consent not provided",Web,"Closed with explanation",1,1
2016-07-10,"Bank account or service","Checking account","Wells Fargo & Company",WI,53711,"Consent not provided",Web,"Closed with explanation",1,1
2016-07-13,"Credit card",,"PayPal Holdings, Inc.",NY,105XX,"Consent provided",Web,"Closed with explanation",1,0
2016-09-20,"Debt collection","Payday loan","Midwest Recovery Systems",CA,916XX,"Consent provided",Web,"Closed with explanation",1,0
2016-11-15,"Credit card",,"Capital One",TX,75016,"Consent not provided",Web,"Closed with monetary relief",1,0
2016-04-01,"Credit reporting",,Equifax,TX,75070,"Consent not provided",Web,"Closed with explanation",1,0
2014-05-07,"Credit reporting",,Experian,MO,64015,,Referral,"Closed with explanation",1,0
2013-06-21,Mortgage,"Other mortgage","Bank of America",CA,90003,,Phone,"Closed with explanation",1,1
2013-07-23,Mortgage,"VA mortgage","SunTrust Banks, Inc.",AZ,85083,,Referral,"Closed with non-monetary relief",1,0
2015-08-05,"Credit card",,"Barclays PLC",MD,209XX,"Consent provided",Web,"Closed with explanation",1,1
2014-06-19,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",VA,23227,,Web,"Closed with non-monetary relief",1,0
2013-12-10,"Bank account or service","Cashing a check without an account","JPMorgan Chase & Co.",GA,30033,,Web,"Closed with explanation",1,0
2016-08-19,"Bank account or service","Checking account","SunTrust Banks, Inc.",FL,32810,"Consent not provided",Web,"Closed with explanation",1,0
2012-07-18,"Credit card",,"JPMorgan Chase & Co.",FL,33139,,Web,"Closed with explanation",1,0
2012-12-03,Mortgage,"Conventional fixed mortgage","Bank of America",OR,97007,,Web,"Closed with non-monetary relief",1,0
2015-03-16,"Credit reporting",,Equifax,CA,91206,,Web,"Closed with explanation",1,1
2015-12-16,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",CA,922XX,"Consent provided",Web,"Closed with explanation",1,1
2014-05-30,"Credit reporting",,Equifax,FL,32218,,Referral,"Closed with explanation",1,0
2016-09-20,"Credit card",,"JPMorgan Chase & Co.",ME,4287,"Consent not provided",Web,"Closed with monetary relief",1,0
2014-04-08,"Debt collection","I do not know","Encore Capital Group",FL,33525,,Phone,"Closed with explanation",1,0
2014-01-15,"Bank account or service","Savings account","Webster Bank",CO,80124,,Referral,"Closed with explanation",1,0
2015-11-12,Mortgage,"Home equity loan or line of credit","JPMorgan Chase & Co.",CT,6883,"Consent not provided",Web,"Closed with explanation",1,0
2016-12-21,"Credit card",,Amex,GA,30909,,Web,"Closed with explanation",1,
2014-04-17,"Bank account or service","Other bank product/service","BBVA Compass",TX,77498,,Referral,"Closed with explanation",1,0
2012-05-20,Mortgage,"Other mortgage","JPMorgan Chase & Co.",WA,98039,,Referral,Closed,1,0
2013-04-10,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",TX,77041,,Referral,"Closed with explanation",1,0
2014-05-22,"Bank account or service","Checking account","JPMorgan Chase & Co.",OH,44320,,Web,"Closed with explanation",1,0
2013-06-03,Mortgage,"Conventional fixed mortgage","Franklin Credit Management",IL,60044,,Web,"Closed with explanation",1,0
2016-09-26,Mortgage,"Conventional fixed mortgage","Select Portfolio Servicing, Inc",TN,381XX,"Consent provided",Web,"Closed with explanation",1,1
2013-05-15,Mortgage,"Other mortgage",Ocwen,FL,32818,,Referral,"Closed with explanation",1,0
2015-10-16,"Credit reporting",,Experian,CA,95660,,"Postal mail","Closed with non-monetary relief",1,0
2014-12-05,"Debt collection","Other (i.e. phone, health club, etc.)","Encore Capital Group",PA,15210,,Web,"Closed with explanation",1,0
2013-01-23,Mortgage,"Other mortgage","PNC Bank N.A.",NJ,7087,,Referral,Closed,1,0
2016-11-08,"Debt collection",Medical,"A.R.C. Accounts Recovery (U.S.A.) Corporation LLC",TX,77584,,Phone,"Untimely response",0,
2014-09-18,"Bank account or service","Checking account","Regions Financial Corporation",GA,30721,,Referral,"Closed with explanation",1,0
2015-07-15,"Credit reporting",,Equifax,NC,275XX,"Consent provided",Web,"Closed with explanation",1,0
2013-12-16,"Debt collection","I do not know","U.S. Bancorp",MD,20708,,Web,"Closed with explanation",1,0
2013-03-24,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",VA,20195,,Web,"Closed with explanation",1,0
2016-12-23,"Debt collection",Medical,"Mnet Financial Inc",TX,752XX,"Consent provided",Web,"Closed with explanation",1,
2015-11-10,"Debt collection","Other (i.e. phone, health club, etc.)","I.C. System, Inc.",TX,76022,"Consent not provided",Web,"Closed with explanation",1,0
2016-11-25,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",PA,19131,"Consent not provided",Web,"Closed with explanation",1,0
2014-12-05,"Debt collection","Credit card","Northland Group, Inc.",FL,33618,,Web,"Closed with non-monetary relief",1,0
2015-06-16,Mortgage,"Home equity loan or line of credit","Specialized Loan Servicing LLC",MA,014XX,"Consent provided",Web,"Closed with explanation",1,0
2014-11-05,Mortgage,"Conventional fixed mortgage","Specialized Loan Servicing LLC",TX,76227,,Web,"Closed with explanation",1,0
2014-09-14,"Debt collection","Other (i.e. phone, health club, etc.)","Collection Service of Nevada",NV,89721,,Web,"Closed with explanation",1,1
2016-03-10,Mortgage,"Other mortgage","Seterus, Inc.",NV,895XX,"Consent provided",Web,"Closed with explanation",1,0
2016-09-01,"Bank account or service","Other bank product/service","Manhattan Beach Venture, LLC",CA,931XX,,Web,"Untimely response",0,
2016-01-27,"Debt collection","Other (i.e. phone, health club, etc.)","Trident Asset Management, L.L.C.",OH,44509,,Phone,"Closed with non-monetary relief",1,0
2015-03-16,Mortgage,"Conventional fixed mortgage","Ditech Financial LLC",SC,29607,,Web,"Closed with explanation",1,0
2012-02-15,Mortgage,"Conventional adjustable mortgage (ARM)",Ocwen,NJ,7302,,Web,"Closed without relief",1,0
2015-04-02,"Credit reporting",,Equifax,PA,17020,,"Postal mail","Closed with explanation",1,0
2016-04-28,Mortgage,"Conventional fixed mortgage",Ocwen,HI,967XX,"Consent provided",Web,"Closed with explanation",1,1
2012-07-23,Mortgage,"Other mortgage","Bank of America",MI,48838,,Fax,"Closed with explanation",1,0
2015-10-15,"Credit reporting",,Experian,WA,983XX,"Consent provided",Web,"Closed with non-monetary relief",1,0
2013-10-23,Mortgage,"Other mortgage","Bayview Loan Servicing, LLC",OH,43608,,"Postal mail","Closed with explanation",1,0
2016-06-09,"Credit card",,"Barclays PLC",FL,346XX,"Consent provided",Web,"Closed with monetary relief",1,0
2015-08-31,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",MI,480XX,"Consent provided",Web,"Closed with explanation",1,1
2016-07-26,"Debt collection","Other (i.e. phone, health club, etc.)","Omega RMS, LLC",OR,97502,"Consent not provided",Web,Closed,1,0
2016-02-10,"Credit card",,"Barclays PLC",NV,89142,,"Postal mail","Closed with monetary relief",1,0
2014-01-14,Mortgage,"Other mortgage","SunTrust Banks, Inc.",OK,74011,,Referral,"Closed with explanation",1,0
2012-12-03,Mortgage,"Conventional adjustable mortgage (ARM)","Bank of America",PA,18102,,Web,"Closed with explanation",1,0
2015-06-25,"Bank account or service","Checking account","Santander Bank US",PA,19518,,Referral,Closed,1,1
2014-10-10,"Debt collection","Other (i.e. phone, health club, etc.)","First National Collection Bureau, Inc.",TX,78155,,Phone,"Closed with explanation",1,0
2012-04-30,Mortgage,"Conventional adjustable mortgage (ARM)","Bank of America",FL,32226,,Web,"Closed without relief",1,0
2015-08-17,Mortgage,"Conventional fixed mortgage","Statebridge Company",CA,91790,"Consent not provided",Web,"Closed with explanation",1,1
2013-03-30,Mortgage,"Conventional fixed mortgage","Loan Care",CA,92116,,Web,"Closed with explanation",1,0
2012-02-10,Mortgage,"Other mortgage","Wells Fargo & Company",VA,20120,,Email,"Closed without relief",1,0
2014-06-27,"Debt collection","Other (i.e. phone, health club, etc.)","Encore Capital Group",NE,68310,,Phone,"Closed with non-monetary relief",1,0
2015-07-22,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",IL,606XX,"Consent provided",Web,"Closed with explanation",1,0
2014-10-22,Mortgage,"Other mortgage","Bank of America",FL,32701,,Fax,"Closed with explanation",1,0
2014-04-05,Mortgage,"Other mortgage","Morgan Stanley",FL,33029,,"Postal mail","Closed with explanation",1,0
2016-01-21,"Credit card",,"Wells Fargo & Company",TX,78738,,"Postal mail","Closed with explanation",1,0
2014-08-01,"Bank account or service","Checking account","TCF National Bank",IL,60443,,Referral,"Closed with explanation",1,0
2015-09-26,"Debt collection",Medical,"Ray Klein, Inc.",CA,937XX,"Consent provided",Web,Closed,1,0
2016-03-12,"Debt collection","Credit card","JPMorgan Chase & Co.",NV,890XX,"Consent provided",Web,"Closed with explanation",1,0
2015-04-16,"Debt collection",Auto,"Capital One",IA,523XX,"Consent provided",Web,"Closed with explanation",1,0
2014-01-24,Mortgage,"Conventional adjustable mortgage (ARM)","Nationstar Mortgage",TX,75238,,Web,"Closed with explanation",1,0
2016-06-10,"Debt collection","Other (i.e. phone, health club, etc.)","Hunter Warfield, Inc.",GA,31907,"Consent not provided",Web,"Closed with explanation",1,0
2016-04-22,"Debt collection","Credit card","CL Holdings, LLC",NY,148XX,"Consent provided",Web,"Closed with explanation",1,1
2013-08-19,"Bank account or service","Checking account","Wells Fargo & Company",TX,77052,,Phone,"Closed with non-monetary relief",1,0
2012-05-14,Mortgage,"Other mortgage","Regions Financial Corporation",FL,33037,,Referral,"Closed with explanation",0,0
2016-06-28,"Credit card",,Citibank,AZ,85207,,Referral,"Closed with monetary relief",1,0
2015-04-29,"Debt collection",Medical,"GLA Collection Company, Inc.",KY,42501,"Consent not provided",Web,"Closed with explanation",0,0
2014-05-29,"Debt collection","Other (i.e. phone, health club, etc.)","Kimball, Tirey & St. John LLP",CA,91505,,Web,Closed,1,0
2015-08-27,Mortgage,"Other mortgage","Seterus, Inc.",LA,70684,,Referral,"Closed with explanation",1,0
2016-09-01,"Debt collection","I do not know","Encore Capital Group",NC,287XX,"Consent provided",Web,"Closed with explanation",1,0
2013-02-04,"Bank account or service","Savings account","HSBC North America Holdings Inc.",NY,11375,,Referral,Closed,1,0
2016-03-11,"Bank account or service","Checking account","Bank of America",OR,97202,"Consent not provided",Web,"Closed with explanation",1,0
2014-02-21,"Bank account or service","Checking account","JPMorgan Chase & Co.",NY,10472,,Referral,"Closed with explanation",1,1
2013-11-07,Mortgage,"FHA mortgage","Bank of America",NJ,7109,,Web,"Closed with explanation",1,1
2012-05-20,Mortgage,"Other mortgage","Bank of America",OH,44039,,Referral,"Closed with explanation",1,0
2012-11-17,"Credit reporting",,Equifax,TX,76548,,Web,"Closed with explanation",1,0
2016-09-06,"Credit reporting",,Equifax,CA,925XX,"Consent provided",Web,"Closed with explanation",1,0
2016-12-22,Mortgage,"Other mortgage","Wells Fargo & Company",NJ,7060,,Referral,"Closed with explanation",1,
2012-05-21,"Bank account or service","Checking account","The Huntington National Bank",PA,15234,,Referral,"Closed with monetary relief",1,0
2015-08-24,Mortgage,"Conventional fixed mortgage","Bank of America",IL,601XX,"Consent provided",Web,"Closed with explanation",1,0
2016-02-07,"Debt collection",Medical,"Credit Adjustments Inc",OH,43613,"Consent not provided",Web,"Closed with explanation",1,1
2012-08-31,Mortgage,"Second mortgage",Ocwen,CA,90016,,Fax,"Closed with explanation",1,1
2012-04-27,Mortgage,"Conventional fixed mortgage","Bank of America",OH,45344,,Referral,"Closed with non-monetary relief",1,1
2015-09-25,Mortgage,"Conventional fixed mortgage","Nationstar Mortgage",GA,30506,"Consent not provided",Web,"Closed with explanation",1,1
2012-01-11,Mortgage,"Conventional adjustable mortgage (ARM)","Bank of America",GA,30096,,Web,"Closed without relief",1,1
2015-05-13,Mortgage,"Conventional fixed mortgage","Nationstar Mortgage",FL,338XX,"Consent provided",Web,"Closed with explanation",1,0
2014-07-01,Mortgage,"Other mortgage",Citibank,OK,74345,,"Postal mail","Closed with explanation",1,1
2014-05-29,"Bank account or service","Checking account","Capital One",MD,20706,,Web,"Closed with explanation",1,0
2014-09-04,"Bank account or service","Checking account","The Huntington National Bank",MI,48189,,Referral,"Closed with monetary relief",1,0
2016-05-10,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",LA,71334,"Consent not provided",Web,"Closed with explanation",1,0
2012-07-09,Mortgage,"Other mortgage","Bank of America",GA,30331,,Referral,"Closed with non-monetary relief",1,1
2015-06-23,"Credit reporting",,"Encore Capital Group",FL,327XX,"Consent provided",Web,"Closed with non-monetary relief",1,0
2016-01-04,Mortgage,"VA mortgage","Wells Fargo & Company",NC,28215,,Phone,"Closed with explanation",1,0
2016-07-14,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",NY,10455,,"Postal mail","Closed with explanation",1,1
2016-10-26,"Bank account or service","Other bank product/service","Banco Popular de Puerto Rico",TN,370XX,"Consent provided",Web,"Closed with explanation",1,0
2014-09-08,Mortgage,"Conventional adjustable mortgage (ARM)",Ocwen,MD,21218,,Web,"Closed with explanation",1,1
2015-02-17,"Credit card",,Amex,WA,98940,,Web,"Closed with explanation",1,1
2015-10-11,"Debt collection",Medical,"CCS Financial Services, Inc.",KS,66049,"Consent not provided",Web,"Closed with explanation",1,0
2013-03-18,Mortgage,"Other mortgage","JPMorgan Chase & Co.",NV,89137,,"Postal mail","Closed with explanation",1,0
2015-11-06,"Debt collection",Medical,"Commonwealth Financial Systems, Inc.",TX,78239,"Consent not provided",Web,"Closed with explanation",1,0
2015-12-03,"Bank account or service","Checking account",Discover,NY,117XX,"Consent provided",Web,"Closed with explanation",1,0
2015-06-24,"Debt collection","I do not know","Diversified Adjustment Service, Inc.",GA,347XX,"Consent provided",Web,Closed,1,0
2012-08-06,"Bank account or service","(CD) Certificate of deposit","Wells Fargo & Company",GA,30331,,"Postal mail","Closed with explanation",1,0
2014-07-21,Mortgage,"Conventional fixed mortgage","Loan Care",FL,32539,,Phone,"Closed with explanation",1,0
2016-11-04,"Credit reporting",,Equifax,CA,917XX,"Consent provided",Web,"Closed with explanation",1,0
2016-09-14,Mortgage,"Other mortgage","Wells Fargo & Company",TX,75074,,Referral,"Closed with non-monetary relief",1,0
2014-02-14,"Bank account or service","(CD) Certificate of deposit","Barclays PLC",FL,34292,,Phone,"Closed with explanation",1,0
2015-11-24,"Bank account or service","Checking account","JPMorgan Chase & Co.",CA,93955,,Referral,"Closed with explanation",1,0
2016-10-05,"Credit reporting",,Experian,GA,301XX,"Consent provided",Web,"Closed with non-monetary relief",1,0
2013-03-26,"Bank account or service","Savings account","People's United Bank",CT,6351,,Phone,"Closed with explanation",1,0
2016-06-30,"Credit reporting",,Equifax,CA,92123,"Consent not provided",Web,"Closed with explanation",1,0
2015-03-27,"Debt collection","I do not know","Harvard Collections, LLC",NC,27542,"Consent not provided",Web,Closed,0,0
2016-06-21,"Credit card",,"Capital One",CA,91342,"Consent not provided",Web,"Closed with explanation",1,0
2016-07-26,Mortgage,"Conventional fixed mortgage","Investors Bank",NJ,070XX,"Consent provided",Web,"Closed with explanation",1,0
2016-03-16,"Debt collection",Medical,"Commonwealth Financial Systems, Inc.",LA,704XX,"Consent provided",Web,"Closed with explanation",1,0
2014-10-21,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",AL,35080,,Web,"Closed with explanation",1,0
2016-01-19,"Credit reporting",,Experian,NJ,7093,"Consent not provided",Web,"Closed with non-monetary relief",1,0
2015-06-11,"Bank account or service","Other bank product/service","JPMorgan Chase & Co.",WI,53222,,Phone,"Closed with explanation",1,1
2014-02-11,Mortgage,"Other mortgage","Wells Fargo & Company",CA,94501,,Referral,"Closed with explanation",1,0
2013-09-17,Mortgage,"VA mortgage","JPMorgan Chase & Co.",GA,30040,,Web,"Closed with explanation",1,0
2015-06-24,Mortgage,"Other mortgage","Bank of America",NY,11701,,Referral,"Closed with explanation",1,0
2014-07-30,"Debt collection","I do not know","Navient Solutions, Inc.",FL,32765,,Web,"Closed with explanation",1,0
2014-01-17,"Bank account or service","Checking account","Wells Fargo & Company",CA,91745,,Web,"Closed with explanation",1,0
2013-08-26,Mortgage,"FHA mortgage","Wells Fargo & Company",TX,78664,,Web,"Closed with explanation",1,1
2016-02-02,"Bank account or service","Checking account","Bank of America",CA,940XX,"Consent provided",Web,"Closed with explanation",1,0
2013-12-17,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",NC,27610,,Web,"Closed with explanation",1,0
2015-05-29,Mortgage,"Other mortgage","Nationstar Mortgage",CA,95136,,Referral,"Closed with explanation",1,0
2013-11-04,Mortgage,"Other mortgage","JPMorgan Chase & Co.",AZ,85048,,Referral,"Closed with explanation",1,0
2015-06-30,"Debt collection","Other (i.e. phone, health club, etc.)","Medical Recovery Services, LLC",PA,187XX,"Consent provided",Web,"Untimely response",0,
2015-10-24,Mortgage,"FHA mortgage","Finance of America Mortgage LLC",IL,605XX,"Consent provided",Web,"Closed with explanation",1,1
2015-08-19,"Credit reporting",,Experian,TX,70258,,"Postal mail","Closed with non-monetary relief",1,0
2014-01-15,Mortgage,"Other mortgage","HSBC North America Holdings Inc.",PA,15071,,Referral,"Closed with explanation",1,1
2014-09-24,Mortgage,"Other mortgage",Ocwen,GA,30548,,Referral,"Closed with explanation",1,1
2013-04-09,Mortgage,"Conventional fixed mortgage","Bank of America",IL,60193,,Web,"Closed with explanation",1,0
2013-09-05,Mortgage,"Conventional adjustable mortgage (ARM)","HSBC North America Holdings Inc.",MO,63146,,Web,"Closed with explanation",1,1
2014-12-08,"Bank account or service","Checking account","PNC Bank N.A.",MD,20748,,Web,"Closed with monetary relief",1,0
2013-04-24,"Credit reporting",,Experian,MD,20716,,Web,"Closed with explanation",1,0
2015-12-21,"Bank account or service","Checking account","TD Bank US Holding Company",TX,79912,,Referral,"Closed with explanation",1,0
2016-01-22,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",GA,32837,"Consent not provided",Web,"Closed with explanation",1,1
2014-01-13,"Debt collection","Payday loan","CashCall, Inc.",ND,58318,,Phone,"Closed with explanation",1,0
2016-10-21,"Bank account or service","Other bank product/service","Capital One",MD,20902,,Referral,"Closed with explanation",1,0
2012-08-21,"Bank account or service","Savings account","SunTrust Banks, Inc.",TN,37377,,Referral,"Closed with explanation",1,1
2015-02-11,"Credit card",,"JPMorgan Chase & Co.",WA,98281,,Web,"Closed with explanation",1,1
2014-04-24,"Credit reporting",,Experian,WA,98043,,Web,"Closed with explanation",1,
2016-03-01,"Debt collection",Medical,"Quality Asset Recovery LLC",NJ,7458,"Consent not provided",Web,Closed,1,0
2016-07-18,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",AZ,852XX,"Consent provided",Web,"Closed with explanation",1,0
2014-02-07,"Debt collection","Other (i.e. phone, health club, etc.)","RJM Acquisitions LLC (Closed)",FL,32548,,Web,"Closed with explanation",1,0
2014-02-06,"Debt collection",Mortgage,"Wells Fargo & Company",TX,78645,,Web,"Closed with explanation",1,1
2016-02-18,Mortgage,"Other mortgage",EverBank,NY,10302,,Referral,"Closed with explanation",1,0
2014-05-30,"Debt collection","Credit card","Blatt, Hasenmiller, Leibsker & Moore, LLC",AZ,85340,,Fax,"Closed with explanation",1,1
2014-05-01,"Credit reporting",,Equifax,NC,28278,,"Postal mail","Closed with explanation",1,0
2016-05-16,Mortgage,"Conventional fixed mortgage","Stearns Ventures, LLC",FL,334XX,"Consent provided",Web,"Closed with explanation",1,0
2013-10-03,"Credit card",,"Bank of America",CT,6902,,Web,"Closed with non-monetary relief",1,0
2014-04-17,"Debt collection","Credit card","Capital One",NY,10458,,Phone,"Closed with explanation",1,0
2016-12-16,"Credit card",,"USAA Savings",CA,920XX,"Consent provided",Web,"Closed with non-monetary relief",1,
2013-09-10,"Debt collection","Federal student loan","Expert Global Solutions, Inc.",PA,19056,,Phone,"Closed with explanation",1,0
2014-02-20,"Credit reporting",,Experian,MN,55337,,Web,"Closed with non-monetary relief",1,0
2014-11-07,"Debt collection","Other (i.e. phone, health club, etc.)","Receivables Performance Management LLC",CA,91354,,Web,"Closed with explanation",1,0
2015-12-10,"Credit card",,"JPMorgan Chase & Co.",NJ,7090,"Consent not provided",Web,"Closed with explanation",1,0
2014-11-07,Mortgage,"Other mortgage","HSBC North America Holdings Inc.",FL,32256,,Web,"Closed with explanation",1,0
2014-10-31,Mortgage,"Conventional fixed mortgage","Bank of America",CA,92119,,Web,"Closed with explanation",1,0
2016-07-07,"Credit card",,Citibank,FL,33859,"Consent not provided",Web,"Closed with non-monetary relief",1,0
2016-06-12,"Debt collection",Medical,"Credit Bureau of Lancaster County, Inc.",IA,52404,"Consent not provided",Web,"Closed with explanation",1,0
2015-08-05,"Bank account or service","(CD) Certificate of deposit","USAA Savings",NY,148XX,"Consent provided",Web,"Closed with monetary relief",1,0
2014-07-29,"Credit reporting",,Equifax,UT,84029,,Web,"Closed with non-monetary relief",1,1
2016-09-22,"Bank account or service","Checking account","PNC Bank N.A.",MD,212XX,"Consent provided",Web,"Closed with monetary relief",1,0
2015-12-11,Mortgage,"Other mortgage","Nationstar Mortgage",FL,32065,,Referral,"Closed with explanation",1,0
2015-12-27,Mortgage,"VA mortgage","Bank of America",FL,325XX,"Consent provided",Web,"Closed with explanation",1,0
2016-04-28,"Credit card",,"Wells Fargo & Company",OR,972XX,"Consent provided",Web,"Closed with explanation",1,0
2016-02-02,"Debt collection",Medical,"Optimum Outcomes, Inc.",MI,480XX,"Consent provided",Web,"Closed with explanation",0,0
2016-08-02,"Credit card",,"Wells Fargo & Company",TX,76103,,"Postal mail","Closed with explanation",0,1
2016-03-28,"Debt collection","Other (i.e. phone, health club, etc.)","Aargon Agency, Inc.",TX,78052,"Consent not provided",Web,Closed,1,1
2014-08-05,"Credit reporting",,Experian,CA,90069,,Web,"Closed with non-monetary relief",1,0
2013-03-15,"Bank account or service","Checking account","U.S. Bancorp",MI,48128,,Phone,"Closed with explanation",1,0
2014-06-30,"Credit reporting",,Equifax,TX,75692,,Referral,"Closed with explanation",1,0
2015-04-06,Mortgage,"Other mortgage","Bank of America",FL,33704,,Referral,"Closed with explanation",1,0
2012-10-04,Mortgage,"FHA mortgage",Citibank,GA,30039,,Web,"Closed with explanation",1,0
2016-05-19,"Credit reporting",,Experian,IL,60453,,Phone,"Closed with non-monetary relief",1,0
2013-08-26,"Debt collection","I do not know","RJM Acquisitions LLC (Closed)",AZ,86320,,Phone,"Closed with explanation",1,0
2016-02-02,Mortgage,"Other mortgage","Ditech Financial LLC",GA,303XX,"Consent provided",Web,"Closed with explanation",1,0
2016-08-19,Mortgage,"Other mortgage","Caliber Home Loans, Inc",CA,913XX,"Consent provided",Web,"Closed with explanation",1,0
2014-11-23,"Credit reporting",,Experian,AZ,85258,,Web,"Closed with explanation",1,0
2016-03-03,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",NM,87508,"Consent not provided",Web,"Closed with explanation",1,0
2015-11-27,"Credit reporting",,Equifax,OH,432XX,"Consent provided",Web,"Closed with explanation",1,0
2012-06-08,Mortgage,"Conventional fixed mortgage","Bank of America",MD,21733,,Web,"Closed with explanation",0,
2015-05-22,"Bank account or service","Checking account","Regions Financial Corporation",AL,35640,,Referral,"Closed with monetary relief",1,0
2015-08-17,"Credit card",,Citibank,PA,19073,,"Postal mail","Closed with monetary relief",1,1
2014-02-13,"Bank account or service","Checking account","JPMorgan Chase & Co.",FL,33908,,Web,"Closed with explanation",1,1
2014-09-05,Mortgage,"Conventional fixed mortgage","Ditech Financial LLC",GA,30655,,Phone,"Closed with explanation",1,1
2013-03-20,"Bank account or service","Checking account","Regions Financial Corporation",AL,36605,,Referral,"Closed with explanation",1,0
2014-12-23,"Bank account or service","Checking account","PNC Bank N.A.",MI,48124,,Referral,"Closed with explanation",1,0
2012-08-27,"Credit card",,"Capital One",RI,2840,,Referral,"Closed with non-monetary relief",1,0
2012-08-07,Mortgage,"Other mortgage","Wells Fargo & Company",NH,3102,,Referral,"Closed with explanation",1,0
2014-06-23,"Debt collection","Credit card",Citibank,NH,3062,,Web,"Closed with explanation",1,0
2015-07-01,"Credit reporting",,Experian,FL,336XX,"Consent provided",Web,"Closed with non-monetary relief",1,0
2014-10-11,"Credit reporting",,Equifax,NE,69101,,Web,"Closed with non-monetary relief",1,0
2016-03-15,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",MN,551XX,"Consent provided",Web,"Closed with monetary relief",1,0
2015-04-18,"Bank account or service","Other bank product/service","HSBC North America Holdings Inc.",,,"Consent not provided",Web,"Closed with explanation",1,1
2015-01-20,"Bank account or service","Checking account","JPMorgan Chase & Co.",MI,48085,,Web,"Closed with monetary relief",1,0
2014-08-08,"Bank account or service","Checking account","JPMorgan Chase & Co.",TX,75230,,Phone,"Closed with explanation",1,0
2016-03-10,Mortgage,"Conventional adjustable mortgage (ARM)",Ocwen,CA,925XX,"Consent provided",Web,"Closed with explanation",1,0
2013-07-18,Mortgage,"Other mortgage","American Financial Resources, Inc.",NY,14809,,Referral,"Closed with explanation",1,0
2016-12-05,"Debt collection","Credit card","Capital One",TX,751XX,"Consent provided",Web,"Closed with explanation",1,
2015-05-12,"Credit card",,"JPMorgan Chase & Co.",TX,760XX,"Consent provided",Web,"Closed with explanation",1,0
2013-05-06,"Credit reporting",,Equifax,UT,84093,,Web,"Closed with non-monetary relief",1,0
2015-03-11,"Credit reporting",,Equifax,AL,36854,,"Postal mail","Closed with explanation",1,0
2015-10-27,"Credit reporting",,Experian,NY,100XX,"Consent provided",Web,"Closed with non-monetary relief",1,0
2015-03-17,"Bank account or service","Checking account","JPMorgan Chase & Co.",CA,92867,,Referral,"Closed with monetary relief",1,0
